"X_UWI_DISPLAY","UWI.x","SURFACE_LATITUDE","SURFACE_LONGITUDE","X_TD_TVD","DRILL_TD","X_ONPROD_DATE","RIG_RELEASE_DATE","PROFILE_TYPE","PSUM_POOL_NAME","PSUM_OPERATOR_NAME","peak_CGR","CGR_longterm","CGR_1","CGR_2","CGR_3","CGR_6","CGR_12","CGR_18","CGR_24"
"00/01-20-060-18W5/0","100012006018W500",54.196428,-116.67642,2241.35,3827,2010-11-18,2010-09-30,"Horizontal","CMG MFP9529 - BLUE HH,GETH M5M,NORD D,TRIASS N,MFP8588 MONT","XTO ENERGY CANADA",0.01,,0,0,0,0,0,0,0
"00/01-21-059-19W5/0","100012105919W500",54.108044,-116.80517,2380.15,4076,2011-06-11,2011-04-17,"Horizontal","CMG MFP9529 - BLUE HH,GETH M5M,NORD D,TRIASS N,MFP8588 MONT","TRILOGY RESOURCES LTD",31.3849277766953,,4.72973528481682,4.14979390348021,11.5176593070067,12.1034837095873,2.66408244935008,,
"00/01-21-061-26W5/0","100012106126W500",54.302483,-117.859378,2986.93,5668,2014-02-03,2013-11-14,"Horizontal","MONTNEY C","CEQUENCE ENERGY LTD.",32.6643519316698,,7.10501429420439,0.980852852423267,3.58901094355045,0,,,
"00/01-21-064-18W5/0","100012106418W500",54.530513,-116.652813,1820.15,4003,2012-04-27,2011-11-06,"Horizontal","TRIASSIC G","TRILOGY RESOURCES LTD",1305841.44362427,,1287.65880079478,968.707051381228,653.722477313239,738.248408734091,784.645205026666,968.672658970895,762.903982943265
"00/01-21-076-20W5/0","100012107620W500",55.594383,-117.043881,1048.64,2058,2008-10-01,2008-09-05,"Horizontal","MONTNEY A","LONG RUN EXPLORATION LTD.",46.0210302519072,,9.57246907621864,6.30738257982013,6.01552753621964,18.3660346428536,,,
"00/01-23-060-19W5/0","100012306019W500",54.199696,-116.742524,2260.72,3025,2008-03-30,2008-02-22,"Horizontal","CMG MFP9529 - BLUE HH,GETH M5M,NORD D,TRIASS N,MFP8588 MONT","RMP ENERGY INC.",16.3217356232187,,0,,,,,,
"00/01-23-063-23W5/0","100012306323W500",54.476612,-117.360197,2200.13,3892,2013-10-18,2013-09-24,"Horizontal","MONTNEY F","RMP ENERGY INC.",90198.574406942,,326.262421096079,151.176392574767,163.844731062117,175.277752012891,198.387584501684,192.451063969012,218.267670111197
"00/01-23-064-25W5/0","100012306425W500",54.564778,-117.695345,2282.64,5390,2012-07-21,2012-01-20,"Horizontal","MONTNEY A","APACHE CANADA LTD.",2126.48898405364,,0,0,416.958624324244,176.964665453779,208.175701513342,180.861176478789,723.596945962698
"00/01-24-060-19W5/2","100012406019W502",54.211889,-116.718709,2326.73,4120,2011-08-27,2011-08-22,"Horizontal","CMG MFP9529 - BLUE HH,GETH M5M,NORD D,TRIASS N,MFP8588 MONT","XTO ENERGY CANADA",0.01,,0,0,0,0,0,0,0
"00/01-24-063-26W5/0","100012406326W500",54.471168,-117.807081,2468.97,4298,2012-10-12,2012-07-13,"Horizontal","MONTNEY H","CANADIAN INTERNATIONAL OIL OPERATING CORP.",334.331323603989,,257.23657065165,170.34777345376,8.70798109768077,190.28984197348,188.719730023322,219.028365357525,215.062869388294
"00/01-24-066-22W5/2","100012406622W502",54.722496,-117.20408,1360,2959,2015-02-04,2014-10-26,"Horizontal","VIKING N","HALO EXPLORATION LTD.",274.671493773596,,,,,,,,
"00/01-25-064-18W5/0","100012506418W500",54.543763,-116.567667,1753.32,3692,2012-10-26,2012-09-15,"Horizontal","MONTNEY UNDEFINED","ATHABASCA OIL SANDS CORP.",4576.12090195857,,4225.71528882455,855.321124697132,183.461794702667,163.40719184247,171.877869011855,183.353337257034,258.876919797835
"00/01-25-066-24W5/0","100012506624W500",54.73931,-117.507096,1946.41,3596,2013-11-21,2013-11-05,"Horizontal","TRIASSIC E","RMP ENERGY INC.",69199.4956894123,,9423.0043105877,469.17681817666,1189.15502397737,541.537422823978,247.588935527553,167.548310937839,91.5115513568773
"00/01-26-060-19W5/0","100012606019W500",54.211647,-116.746493,2294.94,3385,2010-06-24,2010-03-17,"Horizontal","CMG MFP9529 - BLUE HH,GETH M5M,NORD D,TRIASS N,MFP8588 MONT","RMP ENERGY INC.",13.9617963599482,,6.24769733562769,7.39987009102916,5.35639542582781,6.410604172427,7.9989458312203,8.28667769565268,
"00/01-26-063-23W5/0","100012606323W500",54.474354,-117.381111,2198.17,3824,2011-12-01,2011-09-16,"Horizontal","MONTNEY F","RMP ENERGY INC.",845.563778124211,,676.676563310541,507.905091940422,426.687658891809,531.622246013411,199.252356958774,247.461242720246,274.880793870451
"00/01-27-061-26W5/2","100012706126W502",54.281752,-117.806906,2925.42,5278,2015-02-17,2015-02-03,"Horizontal","MONTNEY UNDEFINED","CONOCOPHILLIPS CANADA (BRC) PARTNERSHIP",33.8778882263448,,0,0,0,0,,,
"00/01-27-066-25W5/0","100012706625W500",54.739962,-117.7011,1970.67,3115,2012-04-19,2012-02-03,"Horizontal","TRIASSIC E","ARC RESOURCES LTD.",383.761281623269,,268.760938181872,221.81649423352,290.884276939194,213.999050141271,199.435523185054,333.967821213553,245.152227436236
"00/01-28-061-26W5/0","100012806126W500",54.314202,-117.855001,2931.17,5366,2014-10-01,2014-08-09,"Horizontal","MONTNEY C","CEQUENCE ENERGY LTD.",34.9679586278091,,0,0,0,8.85701583664902,11.1943760500535,,
"00/01-28-066-24W5/0","100012806624W500",54.750137,-117.561765,1913.81,3540,2014-05-29,2014-02-16,"Horizontal","TRIASSIC UNDEFINED","CANADIAN NATURAL RESOURCES LIMITED",222.539544842823,,33.3454813807695,163.576075696434,8.30659759395954,25.3153450482577,,,
"00/01-28-071-25W5/0","100012807125W500",55.18578,-117.775668,1676.34,3102,2014-04-01,2014-03-05,"Horizontal","MONTNEY UNDEFINED","LONG RUN EXPLORATION LTD.",,,,,,,,,
"00/01-29-065-23W5/2","100012906523W502",54.649666,-117.454505,2010.71,3366,2012-08-21,2012-03-16,"Horizontal","MONTNEY Q","ARC RESOURCES LTD.",1246.89581337691,,1146.13183145902,1013.09144995008,954.633495529458,617.30495233059,489.926383580986,,
"00/01-29-066-24W5/0","100012906624W500",54.746869,-117.597801,1926.6,3457,2012-04-01,2011-12-04,"Horizontal","MONTNEY E","CANADIAN NATURAL RESOURCES LIMITED",1009.72547397178,,395.630983247957,138.905184758063,168.283300896331,213.533013492733,175.340436422919,85.6866315149648,171.179349183241
"00/01-31-061-26W5/2","100013106126W502",54.302026,-117.859244,2964.66,4667,2011-04-06,2011-02-16,"Horizontal","MONTNEY UNDEFINED","CEQUENCE ENERGY LTD.",126.576725241288,,25.252056685637,29.6818003756241,15.0459126230211,0,0,1.0326772455583,0
"00/01-32-060-18W5/0","100013206018W500",54.234029,-116.67001,2162.45,3282,2010-12-19,2010-11-18,"Horizontal","CMG MFP9529 - BLUE HH,GETH M5M,NORD D,TRIASS N,MFP8588 MONT","TAQA NORTH LTD.",33.4677443010864,,7.88491710448025,9.38481638860642,10.0645185181714,3.0958667948603,2.97093299876002,12.5542038113975,11.1809440629805
"00/01-32-064-18W5/0","100013206418W500",54.589607,-116.668349,1766.78,3232,2012-12-01,2012-04-03,"Horizontal","TRIASSIC R","ATHABASCA OIL SANDS CORP.",9500.2864333878,,518.964573489282,1368.04124640784,435.634896038767,322.877917776507,112.768355214966,,
"00/01-32-065-25W5/0","100013206525W500",54.671821,-117.706445,2236.52,4119,2013-09-01,2013-07-22,"Horizontal","MONTNEY V","ARC RESOURCES LTD.",144.494585384806,,77.6541479019711,50.3559656928566,97.1610074035241,75.0360658763237,88.7269395293592,,
"00/01-33-059-20W5/0","100013305920W500",54.150882,-116.93426,2428.47,3680,2012-04-18,2011-12-19,"Horizontal","CMG MFP9529 - BLUE HH,GETH M5M,NORD D,TRIASS N,MFP8588 MONT","CONOCOPHILLIPS CANADA (BRC) PARTNERSHIP",0.01,,0,0,0,0,0,0,0
"00/01-33-066-24W5/0","100013306624W500",54.764069,-117.567455,1903.93,3655,2012-05-01,2012-02-20,"Horizontal","TRIASSIC E","CANADIAN NATURAL RESOURCES LIMITED",156.039154309697,,88.8229695042616,96.0974194827,98.8191939648457,81.8969996169653,69.7429811933563,58.7595517664485,82.9918760502648
"00/01-35-059-19W5/0","100013505919W500",54.134274,-116.755574,2280.13,4273,2009-12-20,2009-12-03,"Horizontal","CMG MFP9529 - BLUE HH,GETH M5M,NORD D,TRIASS N,MFP8588 MONT","XTO ENERGY CANADA",17.7207415337804,,,,,,,,
"00/01-35-060-05W6/0","100013506005W600",54.226528,-118.626193,3948.8,3950,,2011-12-03,"Vertical",,"PARAMOUNT RESOURCES LTD.",25.8064020386664,,22.8536161556928,20.37875735768,17.9228951182537,14.6361555789282,0,,
"00/01-35-061-04W6/0","100013506104W600",54.3147,-118.513816,3336.65,5705,2013-07-23,2011-08-14,"Horizontal","MONTNEY J","PARAMOUNT RESOURCES LTD.",945.567692779061,,361.132497400831,555.299228438504,320.6241881585,250.087084744337,192.130145050461,158.600636727334,34.723074627002
"00/01-35-063-23W5/0","100013506323W500",54.485149,-117.379748,2175.96,3990,2011-12-17,2011-11-12,"Horizontal","MONTNEY F","RMP ENERGY INC.",95.866306658156,,59.0691384459345,0,,,,,
"00/01-35-076-21W5/0","100013507621W500",55.629511,-117.132351,992.89,1797,2010-04-16,2010-04-13,"Horizontal","MONTNEY A","LONG RUN EXPLORATION LTD.",14.4436180994511,,3.30092244256693,4.37027038621473,4.39143740633041,6.85964188404401,4.6197120308652,6.38996475139536,
"00/01-36-059-20W5/0","100013605920W500",54.141012,-116.877444,2432.33,4075,2011-03-19,2011-02-28,"Horizontal","CMG MFP9529 - BLUE HH,GETH M5M,NORD D,TRIASS N,MFP8588 MONT","TRILOGY RESOURCES LTD",119.5931817797,,99.822264970649,58.7871855177916,47.9078186814411,,,,
"00/01-36-062-20W5/0","100013606220W500",54.415038,-116.859056,2025.93,3387,2012-08-15,2012-05-23,"Horizontal","TRIASSIC TT","ATHABASCA OIL SANDS CORP.",1364.08498783286,,298.173470133999,388.958566925377,213.065312697281,117.702342290792,93.1979739924744,95.6627942688967,137.656774813134
"00/01-36-063-26W5/0","100013606326W500",54.498756,-117.803815,2432.61,4202,2012-09-26,2011-11-21,"Horizontal","MONTNEY G","CANADIAN INTERNATIONAL OIL OPERATING CORP.",33464.2213806336,,693.274316463143,743.047105757101,571.546780638443,483.334364198996,205.665222796492,63.9351491345323,80.8250868011175
"00/01-36-066-24W5/0","100013606624W500",54.750806,-117.508448,1927.22,3567,2012-11-13,2012-10-25,"Horizontal","TRIASSIC E","RMP ENERGY INC.",142.332025553695,,89.1432691771074,76.3386338330573,69.0184163258819,66.343014017696,51.2595167763999,38.259797358584,
"00/02-01-060-23W5/0","100020106023W500",54.185398,-117.310511,2756.61,5808,2014-03-17,2014-02-25,"Horizontal","MONTNEY UNDEFINED","DELPHI ENERGY CORP.",278.161942863583,,157.714599650645,182.343862159189,193.317180368513,,,,
"00/02-01-063-20W5/0","100020106320W500",54.429707,-116.890064,2009.81,3703,2012-12-01,2012-11-22,"Horizontal","TRIASSIC TT","ATHABASCA OIL SANDS CORP.",34.2594596355352,,0,0,0,0,0,0,0
"00/02-02-062-03W6/0","100020206203W600",54.312097,-118.331312,3428.4,5096,2013-02-16,2013-01-27,"Horizontal","MONTNEY N","XTO ENERGY CANADA",16.5640772580935,,16.3411606789529,8.63082748277385,8.26243163538225,12.2711787065982,6.22690771318782,7.38364230574181,9.24926011253067
"00/02-03-061-18W5/0","100020306118W500",54.250935,-116.633547,2142.59,3650,2010-11-16,2010-10-21,"Horizontal","MONTNEY UNDEFINED","TAQA NORTH LTD.",45.3195710580271,,23.3806905089289,8.12440802117901,6.77513482599929,3.93134910544311,6.36425885308343,21.9020400979308,28.9758071025327
"00/02-05-060-22W5/2","100020506022W502",54.156782,-117.224539,2703.1,4890,2011-04-23,2011-03-03,"Horizontal","TRIASSIC XX","XTO ENERGY CANADA",6.02011254196371,,5.19077864292997,,,,,,
"00/02-06-060-19W5/0","100020606019W500",54.171078,-116.840905,2321,4243,2013-03-19,2013-03-08,"Horizontal","CMG MFP9529 - BLUE HH,GETH M5M,NORD D,TRIASS N,MFP8588 MONT","TRILOGY RESOURCES LTD",1061.63351552375,,1027.40479004839,857.300739066671,337.648060545766,594.731490626638,331.109637095201,179.976281202457,297.959370921971
"00/02-06-067-24W5/0","100020606724W500",54.754488,-117.654443,2004.42,3333,2013-03-17,2013-01-24,"Horizontal","MONTNEY H","ARC RESOURCES LTD.",121.743193797898,,73.9288148276673,74.1885182024325,58.8349863936979,43.4778158091865,44.5050733474529,41.7604176301278,
"00/02-07-060-22W5/0","100020706022W500",54.195527,-117.275193,2699.13,5614,2014-06-12,2014-04-05,"Horizontal","MONTNEY UNDEFINED","DELPHI ENERGY CORP.",34.3791238748611,,13.0525809181263,16.5384731705821,5.92858264079519,5.66380968461456,11.4327364734067,0,0
"00/02-07-061-02W6/0","100020706102W600",54.268328,-118.273698,3354.93,4770,2010-10-01,2010-02-06,"Horizontal","MONTNEY A","XTO ENERGY CANADA",1747.82011749333,,1421.99604425922,1098.33256999257,605.841241211023,519.333490577925,461.050625263949,202.748790252564,160.582412619545
"00/02-07-064-18W5/0","100020706418W500",54.530144,-116.704273,1839.11,3650,2012-11-16,2012-10-13,"Horizontal","TRIASSIC G","TRILOGY RESOURCES LTD",1210.63694666169,,868.782670458758,607.351910687686,137.715477062522,265.092520349212,271.605193530241,226.510276617649,176.175139131952
"00/02-08-064-18W5/0","100020806418W500",54.53215,-116.680338,1847.61,3545,2011-11-26,2011-10-15,"Horizontal","TRIASSIC G","TRILOGY RESOURCES LTD",276.797982757649,,124.303589883924,84.7299855431968,104.847720741534,54.7647148366171,42.5965978738161,54.4704672649087,66.7154399641336
"00/02-09-067-24W5/0","100020906724W500",54.787689,-117.582018,1885.21,2950,2011-06-28,2011-02-15,"Horizontal","TRIASSIC E","ARC RESOURCES LTD.",1684.84296441657,,918.876213097772,754.473995604891,668.798633713754,535.261001975173,507.608157019035,299.327881338387,249.516188262999
